predicted,real,set
5.277998,4.92,training
7.6437535,7.28,training
9.150594,8.85,training
8.3028755,8.6,training
6.1610317,5.93,training
7.0218606,6.6,training
4.5316586,4.08,training
4.616947,4.46,training
4.741584,4.06,training
8.234411,7.92,training
7.175867,7.3,training
3.5277238,3,training
7.805645,7.8,training
4.4634113,4.35,training
8.627636,9,training
6.237692,6.36,training
8.046828,7.96,training
5.7367682,4.82,training
4.823135,4.2,training
5.6596446,5.6,training
6.108629,6.15,training
6.18748,6.1,training
7.8675246,8.22,training
9.604231,8.59,training
6.140577,6.84,training
5.9968057,6.46,training
3.9636931,4.25,training
8.363428,7.48,training
4.5204325,3.8,training
6.731841,7.04,training
7.6948566,7.89,training
7.7565274,8.7,training
6.7700443,6.2,training
8.213295,7.7,training
3.9195855,3.64,training
7.388284,7.46,training
6.9120193,7.3,training
6.9120193,7.3,training
5.0606084,4.43,training
7.0623074,6.8,training
5.56177,5.7,training
6.1982126,6.28,training
9.615507,8.43,training
8.3998575,8.3,training
5.2168145,5.39,training
4.9196725,4.4,training
4.893322,4.85,training
3.815933,3.5,training
8.596118,8.37,training
8.596118,8.37,training
4.0079527,3.07,training
6.926255,7.1,training
4.6538215,4.62,training
5.6828723,6.11,training
6.0550737,5.57,training
7.8951297,9,training
7.7664156,7.41,training
6.514059,6.04,training
5.0596614,4.51,training
7.3129444,7.54,training
7.1750283,8.3,training
8.0213175,7.74,training
4.6953,5.01,training
4.975741,4.77,training
8.035711,8.7,training
2.3439147,2.66,training
9.179484,9,training
3.953759,3.4,training
3.7798605,3.92,training
4.1129847,4.37,training
6.3734207,6.88,training
7.874869,6.77,training
7.572848,8.92,training
2.431688,2.78,training
10.570226,9.51,training
6.5946403,6.52,training
5.7198706,5.24,training
6.2640076,6.03,training
5.7161283,5.08,training
8.065307,9,training
4.5323744,4.07,training
7.326487,6.82,training
6.668708,6.89,training
10.827157,10.78,training
1.2209157,1.4,training
7.0520663,6.79,training
6.6438003,6.4,training
7.2998257,7.7,training
4.0656834,4.02,training
5.0730696,4.66,training
7.0806775,6.84,training
5.0180626,4.74,training
5.1228943,4.1,training
4.4915147,3.66,training
7.1496134,7.46,training
6.7978487,6.1,training
3.9072175,3.1,training
6.4571414,6.64,training
6.566588,6.46,training
5.5411696,5.47,training
4.354988,4.03,training
5.596561,5.19,training
7.3200154,7.83,training
8.291275,8.1,training
4.1803117,4.06,training
6.7836437,6.36,training
4.176774,3.7,training
5.6558433,5.95,training
3.7232666,3.57,training
5.872067,6,training
5.0466776,4.8,training
8.031724,7.8,training
6.336533,7.28,training
7.1721034,6.55,training
7.8749633,7.8,training
8.124745,7.05,training
3.5565472,2.92,training
4.180044,4.12,training
5.364996,6.31,training
5.864387,4.71,training
5.971668,5.8,training
6.0774927,5.4,training
4.0719185,3.57,training
8.907053,8.52,training
7.5024614,7.1,training
6.8462176,6.8,training
5.328125,5.41,training
8.548055,8.62,training
6.268525,6,training
8.266599,8.7,training
9.073935,9.08,training
7.002155,6.32,training
7.5980344,7.19,training
7.842327,7.39,training
3.815799,3.45,training
4.88146,2.25,training
6.721793,6.63,training
3.7599123,3.25,training
5.4604807,5.84,training
5.645391,5.13,training
5.7426825,5.72,training
4.853425,5.38,training
6.568939,6.28,training
5.32657,5,training
8.808579,9.01,training
5.0077634,5.05,training
12.547252,11.82,training
10.285704,9.54,training
6.761818,6.68,training
8.728814,9,training
4.8586693,4.38,training
6.4143686,6.47,training
8.574999,8.49,training
8.754881,8.77,training
7.9197416,7.52,training
3.1959496,3.36,training
8.921184,8.85,training
3.6386378,3.15,training
3.6914845,3.08,training
5.3394547,4.43,training
10.247423,9.9,training
6.1500273,6.7,training
5.2796035,5.15,training
7.9189754,8.22,training
7.1791186,7.8,training
4.686215,4.26,training
7.554969,7.4,training
5.6267037,5.38,training
8.965409,8.82,training
6.9423,7.3,training
5.8000956,6.74,training
8.411216,8,training
7.1990137,7.59,training
6.9092774,7.4,training
8.294567,8.51,training
8.731262,8.28,training
3.8571622,3.68,training
5.0520654,4.52,training
7.215686,7.46,training
9.567323,9.09,training
3.338817,3.23,training
6.2989173,6.15,training
2.3813887,1.55,training
4.906974,4.39,training
8.086359,6.1,training
3.6945984,3.95,training
5.218783,4.59,training
4.885198,4.2,training
7.185228,7.28,training
8.613381,7.68,training
8.046639,7.43,training
6.856346,6.57,training
3.762025,3.52,training
6.714147,6.29,training
7.3378825,7.55,training
8.112749,8.15,training
8.62636,8.37,training
6.2213936,7.13,training
6.832128,6.72,training
5.8149557,5.24,training
5.2868385,6.1,training
5.2261124,4.63,training
4.508512,5.1,training
7.7365584,7.7,training
7.996121,8.11,training
7.296234,7.12,training
6.980585,7.12,training
7.1907563,6.41,training
5.7589207,5.15,training
3.754937,3.52,training
4.147256,4.11,training
6.442625,5.82,training
9.649566,10,training
5.345108,4.7,training
5.9024253,5.66,training
5.2762165,4.87,training
7.102327,6.17,training
5.631546,6.04,training
2.853978,2.1,training
4.8553233,4.24,training
7.103829,7.3,training
5.069762,5.7,training
8.994793,8.85,training
5.7846456,5.25,training
6.312937,7.19,training
6.1470485,6.82,training
6.631885,6.54,training
8.15867,7.38,training
8.15867,7.38,training
7.9247565,7.14,training
9.073234,9.89,training
8.153097,7.8,training
7.9493785,7.7,training
5.1007686,4.93,training
5.06723,4.67,training
6.5641546,6.6,training
8.20686,7.24,training
4.610083,5.05,training
6.402382,7.1,training
4.3940725,3.93,training
3.6992183,4.16,training
4.923722,4.77,training
6.3640623,5.86,training
6.6716413,6.85,training
8.257344,9.32,training
8.776902,7.68,training
8.977232,9.49,training
3.4423692,3.51,training
7.5582623,7.72,training
5.366537,5.32,training
6.9086633,7.12,training
6.901879,6.6,training
7.739824,8.4,training
7.3652725,7.39,training
4.396955,3.96,training
6.777008,7.1,training
6.844302,6.08,training
7.7944145,7.92,training
8.593935,8.52,training
8.860852,8.21,training
2.9207764,2.7,training
10.895266,10.37,training
7.9533987,8.04,training
7.0938044,7.29,training
6.9578776,7.21,training
7.0413046,7.38,training
6.0439186,5.8,training
6.3019505,5.7,training
4.754505,4.43,training
5.3552346,4.82,training
7.921466,7.92,training
4.7802715,4.54,training
6.2316813,5.57,training
6.1703005,3.87,training
7.858107,7.4,training
3.753561,3.47,training
7.71652,8.3,training
6.999221,7.85,training
6.3086486,6.26,training
3.9318833,4.12,training
5.8023243,6.11,training
8.513733,8.46,training
4.3348484,3.99,training
6.2522717,5.57,training
8.02941,8.05,training
4.8613877,5.89,training
7.574876,7.26,training
3.2196043,2.91,training
6.605189,6.77,training
6.605189,6.77,training
8.081631,7.96,training
8.437378,8.33,training
4.1883,4.24,training
3.0192204,3.22,training
5.862699,5.77,training
7.5366335,7.39,training
7.5417233,7.52,training
6.319883,6.12,training
9.004295,8.7,training
5.210329,5.59,training
4.963285,4.82,training
4.5749702,5.3,training
6.6820536,6.7,training
8.534669,7.7,training
7.267919,7.72,training
5.363726,5.77,training
6.079507,5.96,training
6.841939,6.25,training
4.469919,4.07,training
6.428253,5.6,training
7.225031,6.6,training
11.410972,10.52,training
6.9844275,6.52,training
5.8619356,5.91,training
4.6179943,4.59,training
8.184421,7.4,training
9.302367,10.14,training
8.941051,8.7,training
4.746056,4.74,training
2.767691,2.52,training
6.003424,6.24,training
5.4840965,5.35,training
6.2454805,5.66,training
6.723097,6.48,training
6.949479,7.55,training
5.7276635,6.01,training
4.3782506,4.11,training
5.782013,6.23,training
7.3792243,7.51,training
5.196651,5.52,training
4.983006,5.21,training
7.6910367,7.6,training
6.560375,6.92,training
4.9837127,3.89,training
5.585215,6.1,training
6.28215,6.12,training
6.0220513,5.54,training
8.537742,7.57,training
6.4908233,6.17,training
4.646691,4.22,training
6.7514663,6.7,training
8.539224,8.64,training
7.2412453,7.3,training
8.335741,8.12,training
6.4758377,6.57,training
4.9107347,4.89,training
7.839073,8.7,training
6.4115496,6.19,training
10.086635,12,training
7.9432616,8.05,training
4.7099223,4.12,training
2.9300733,2.06,training
3.2196043,3.23,training
5.6369042,5.24,training
3.7345922,3.37,training
6.993895,7.15,training
5.1231914,5.44,training
3.5212786,3.55,training
7.28166,7.59,training
5.8428283,5.4,training
7.393393,6.82,training
5.760471,5.52,training
5.334981,4.98,training
5.9163513,6,training
6.743037,6.85,training
4.9541407,4.06,training
10.433123,10.52,training
6.6806073,7.37,training
3.8909547,2.96,training
4.7948503,4.54,training
9.339494,9.55,training
6.990432,6.9,training
3.5365124,3.32,training
4.5491776,4.38,training
5.8312445,5.57,training
3.959154,3.69,training
5.8548346,6.22,training
8.62788,7.56,training
7.716774,7.46,training
5.4136567,4.85,training
8.171244,7.92,training
6.4804997,5.77,training
8.063088,7.76,training
4.3969893,4.08,training
5.092579,5.04,training
5.265158,4.76,training
6.5814157,6.85,training
7.3919826,8.15,training
7.8141723,7,training
7.54271,8,training
3.7462876,4.05,training
4.1597514,3.03,training
7.3181825,7.41,training
3.3979337,3.3,training
7.5586133,7.82,training
9.07385,9,training
9.497156,9.19,training
7.681711,7.42,training
6.3540874,6.55,training
6.5403066,6.41,training
9.507336,9.03,training
6.6080685,6.02,training
8.134149,8.22,training
3.0015595,2.7,training
7.5364656,7.19,training
3.74066,2.67,training
7.4095016,7.62,training
8.328143,9,training
9.775242,8.77,training
6.7542386,6.85,training
7.8319464,7.42,training
6.2577043,6.38,training
4.9624534,3.14,training
3.529702,3.22,training
8.839192,8.96,training
8.1468315,8.38,training
7.2856045,7.3,training
5.2946286,6.35,training
6.8222575,6.28,training
5.732768,5.4,training
2.51949,2.57,training
9.06224,8.7,training
9.405344,9.46,training
4.8125215,4.77,training
8.440058,8.89,training
5.917696,5.78,training
6.511271,6.04,training
4.7254205,4.77,training
8.196655,8.43,training
7.4635334,6.72,training
3.312459,3.22,training
5.9196424,6.07,training
9.850902,9.22,training
5.9900036,5.41,training
6.883079,7.15,training
5.4482236,5.66,training
4.7308745,4.7,training
5.9282026,6.49,training
8.71896,9.49,training
4.681955,4.96,training
5.961069,0.6,training
8.032552,8.15,training
6.704759,6.85,training
8.780015,9,training
7.39301,7.62,training
7.9993806,7.57,training
7.9972124,7.75,training
2.8856096,2.4,training
8.384182,8.4,training
9.352961,9,training
5.2244544,5.28,training
7.849121,8.07,training
7.9752684,7.46,training
9.54212,9.13,training
6.339128,5.74,training
5.8424473,5.04,training
5.9972844,5.6,training
8.678598,9,training
4.9192314,4.5,training
7.475655,8.02,training
7.3969917,7.34,training
3.9717648,4.49,training
6.8834376,6.6,training
5.8905096,6.62,training
8.698993,8.72,training
4.6680293,4.32,training
8.180739,7.56,training
4.493023,3.96,training
4.4436307,5.1,training
8.230883,7.96,training
2.4770617,1.98,training
4.853404,4.74,training
2.3926816,2.08,training
8.040083,7.44,training
7.1223907,7.25,training
8.907779,8.7,training
7.280389,7.54,training
6.038267,6.23,training
5.737462,5.65,training
5.8783164,5.68,training
7.383659,6.72,training
6.2174125,6.19,training
5.945777,5.77,training
6.3712363,6,training
7.782507,7.41,training
9.190774,9.34,training
5.618289,5.05,training
1.8190095,1.66,training
6.675611,6.85,training
8.226708,8.4,training
9.598425,9.4,training
9.818235,10.01,training
3.0047033,2.59,training
7.9202423,7.49,training
5.955474,5.72,training
5.5448427,6.15,training
6.5496454,5.89,training
8.466339,8.4,training
5.836731,6.22,training
6.4839845,6.3,training
9.491483,9.1,training
7.402594,6.89,training
3.1801052,3.11,training
5.9703107,6.29,training
7.504537,7.66,training
7.1290784,6.92,training
3.5768104,3.3,training
9.270561,8.74,training
3.0324025,2.83,training
6.984525,7,training
7.828458,7.46,training
7.427361,7.24,training
7.9374456,7.35,training
4.878237,4.52,training
5.676247,5.77,training
3.985347,3.95,training
4.7817807,4.54,training
4.8700423,4.43,training
7.5453844,7.44,training
7.424129,7.1,training
8.575367,8.05,training
8.009401,8,training
2.9460669,2.32,training
4.2215204,4,training
5.646643,5.24,training
2.546007,2.05,training
7.378029,7,training
5.277995,4.98,training
6.0986786,6.22,training
7.846168,7.42,training
7.797967,6.44,training
6.620135,5.62,training
8.412004,8.47,training
9.476358,9.85,training
6.9396834,7.07,training
7.463221,7.85,training
7.781829,7,training
6.254847,6.05,training
2.6127408,2.93,training
4.0087013,4.01,training
5.7649493,6,training
9.166193,8.49,training
7.8596773,7.88,training
5.582336,5.66,training
6.04353,6.28,training
5.938453,5.56,training
7.538434,7.43,training
9.840209,11,training
7.314766,7.18,training
4.307944,4.23,training
4.307944,4.23,training
5.7533402,5.75,training
5.1346517,4.68,training
4.581932,4.96,training
6.4269457,5.74,training
6.4269457,5.74,training
7.3201966,7.08,training
7.316261,7.74,training
6.490064,5.96,training
4.1510468,3.47,training
7.8776603,8.01,training
6.623628,6.83,training
6.4516172,6.26,training
7.242107,6.28,training
7.0120773,7.08,training
6.524182,6.44,training
8.731566,8.8,training
5.0262794,4.93,training
8.2911215,8.14,training
3.4371927,3.84,training
6.5753694,5.8,training
7.1076922,6.9,training
8.614752,9.14,training
6.136091,5.78,training
3.968462,3.7,training
6.065449,6.52,training
7.819082,7.44,training
5.9408994,6.04,training
4.170685,4.14,training
4.210995,3.52,training
4.77151,4.19,training
5.288313,5,training
5.189164,5.35,training
5.5744405,5.85,training
5.2271094,5.24,training
6.9863353,7.03,training
7.4798355,7.49,training
5.559901,6.52,training
7.816192,7.3,training
4.1477485,3.94,training
5.9607663,6.72,training
8.460088,7.19,training
1.669186,1.7,training
4.559055,4.3,training
6.302505,5.3,training
6.989195,7.3,training
8.809692,8.4,training
8.807559,8.55,training
5.3006687,5.24,training
8.698145,8.4,training
8.607677,8.57,training
9.586217,8.89,training
4.6146216,4.3,training
5.551276,5.11,training
4.863799,4.2,training
4.99899,5.16,training
4.27744,4.3,training
7.3992763,6.92,training
5.1470037,4.6,training
5.8114944,4.7,training
8.20739,8.15,training
6.3689985,6.84,training
5.645989,5.14,training
8.846511,8.86,training
5.6011753,5.28,training
6.7281957,6.51,training
6.2680817,5.8,training
6.0632772,6.07,training
4.53359,4.85,training
5.991959,5.82,training
4.914072,4.42,training
8.335648,8.58,training
7.9839425,7.96,training
4.5455723,4.3,training
3.3276494,3.11,training
5.280698,4.92,training
8.102072,8.15,training
7.5450225,7.05,training
7.1288,7.43,training
8.665576,8.52,training
6.4708834,6.7,training
5.953937,6.43,training
4.98554,5.44,training
